District Number,DistrictName,School Number,Name,"Level (E=Elementary, M=Middle, H=High)",Region,Rural Designation (2019),"Year on Accountability Clock (as of July 1, 2019)",Total_Percent_Points,Final_Rating _2019,"Year on Accountability Clock (as of December 11, 2019)",Notes (2010-2019)
2650,Granada RE-1,3542,Granada Elementary School,E,SOUTHEAST REGION,Small Rural,,82,Performance Plan: Meets 95% Participation,,
2650,Granada RE-1,3546,Granada Undivided High School,MH,SOUTHEAST REGION,Small Rural,,65.8,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,54,Bella Romero Academy of Applied Technology,EM,NORTH CENTRAL REGION,Not Rural,,52.7,Improvement Plan: Meets 95% Participation,,
3120,Greeley 6,988,Brentwood Middle School,M,NORTH CENTRAL REGION,Not Rural,,52.8,Improvement Plan: Meets 95% Participation,,
3120,Greeley 6,1384,Centennial Elementary School,E,NORTH CENTRAL REGION,Not Rural,,46.3,Improvement Plan: Meets 95% Participation,,"2016, 2017 Denied request to reconsider"
3120,Greeley 6,1500,Chappelow K-8 Magnet School,EM,NORTH CENTRAL REGION,Not Rural,,70,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,2222,Dos Rios Elementary School,E,NORTH CENTRAL REGION,Not Rural,,62.5,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,2657,Early College Academy,H,NORTH CENTRAL REGION,Not Rural,,83.9,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,3162,Franklin Middle School,M,NORTH CENTRAL REGION,Not Rural,,46.6,Improvement Plan: Meets 95% Participation,,
3120,Greeley 6,3173,Fred Tjardes School of Innovation,EM,NORTH CENTRAL REGION,Not Rural,Year 1,41.6,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,"2017 New school, deferred to district rating; 2019 Denied request to reconsider"
3120,Greeley 6,1875,Frontier Charter Academy,EMH,NORTH CENTRAL REGION,Not Rural,,74.7,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,3610,Greeley Central High School,H,NORTH CENTRAL REGION,Not Rural,,43.1,Improvement Plan: Meets 95% Participation,,
3120,Greeley 6,3614,Greeley West High School,H,NORTH CENTRAL REGION,Not Rural,,43.8,Improvement Plan: Meets 95% Participation,,
3120,Greeley 6,3880,Heath Middle School,M,NORTH CENTRAL REGION,Not Rural,,36.4,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
3120,Greeley 6,52,Heiman Elementary School,E,NORTH CENTRAL REGION,Not Rural,,55.2,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,4356,Jackson Elementary School,E,NORTH CENTRAL REGION,Not Rural,,53.2,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,4425,Jefferson Junior/Senior High,MH,NORTH CENTRAL REGION,Not Rural,,46.71,AEC: Improvement Plan,,"2010 New school, deferred to district rating; 2019 Approved request to reconsider"
3120,Greeley 6,5412,Madison Elementary School,E,NORTH CENTRAL REGION,Not Rural,,41.5,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,2014 Approved request to reconsider
3120,Greeley 6,5620,Maplewood Elementary School,E,NORTH CENTRAL REGION,Not Rural,,56.4,Performance Plan: Meets 95% Participation,,"2010 New school, deferred to district rating; 2017 Denied request to reconsider"
3120,Greeley 6,6774,Martinez Elementary School,E,NORTH CENTRAL REGION,Not Rural,,60.7,Performance Plan: Meets 95% Participation,,2017 Denied request to reconsider
3120,Greeley 6,5752,Meeker Elementary School,E,NORTH CENTRAL REGION,Not Rural,Year 2,48.3,Improvement Plan: Meets 95% Participation,Year 2 On Watch,
3120,Greeley 6,5985,Monfort Elementary School,E,NORTH CENTRAL REGION,Not Rural,,47.5,Improvement Plan: Meets 95% Participation,,
3120,Greeley 6,6364,Northridge High School,H,NORTH CENTRAL REGION,Not Rural,,42.2,Improvement Plan: Meets 95% Participation,,
3120,Greeley 6,4438,Prairie Heights Middle School,M,NORTH CENTRAL REGION,Not Rural,,66.1,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,5660,S. Christa McAuliffe STEM Academy,EM,NORTH CENTRAL REGION,Not Rural,,61.2,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,8467,Salida del Sol Academy,EM,NORTH CENTRAL REGION,Not Rural,Year 1,47.8,Improvement Plan: Meets 95% Participation,,"2014 New school, deferred to district rating; 2016 Denied request to reconsider"
3120,Greeley 6,7700,Scott Elementary School,E,NORTH CENTRAL REGION,Not Rural,,48.3,Improvement Plan: Meets 95% Participation,,2017 Denied request to reconsider
3120,Greeley 6,7814,Shawsheen Elementary School,E,NORTH CENTRAL REGION,Not Rural,,37,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
3120,GREELEY 6,8975,UNION COLONY ELEMENTARY SCHOOL,E,,,,66.7,School Code Closed 2019-20,,"2012 New school, deferred to district rating"
3120,Greeley 6,8965,Union Colony Schools,MH,NORTH CENTRAL REGION,Not Rural,,58.4,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,2850,University Schools,EMH,NORTH CENTRAL REGION,Not Rural,,59.2,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,9611,West Ridge Academy,EM,NORTH CENTRAL REGION,Not Rural,,76.6,Performance Plan: Meets 95% Participation,,
3120,Greeley 6,53,Winograd K-8 Elementary School,EM,NORTH CENTRAL REGION,Not Rural,,67,Performance Plan: Meets 95% Participation,,
1360,Gunnison Watershed RE1J,1447,Crested Butte Elementary School,E,WEST CENTRAL REGION,Rural,,78.3,Performance Plan: Meets 95% Participation,,"2014 New school, deferred to district rating"
1360,Gunnison Watershed RE1J,2006,Crested Butte Secondary School,MH,WEST CENTRAL REGION,Rural,,81.9,Performance Plan: Low Participation,,
1360,Gunnison Watershed RE1J,3690,Gunnison Elementary School,E,WEST CENTRAL REGION,Rural,,59.4,Performance Plan: Meets 95% Participation,,
1360,Gunnison Watershed RE1J,3694,Gunnison High School,H,WEST CENTRAL REGION,Rural,,60.8,Performance Plan: Meets 95% Participation,,
1360,Gunnison Watershed RE1J,3697,Gunnison Middle School,M,WEST CENTRAL REGION,Rural,,64,Performance Plan: Meets 95% Participation,,
1360,Gunnison Watershed RE1J,5577,Marble Charter School,EMH,WEST CENTRAL REGION,Rural,,92,Performance Plan: Meets 95% Participation,,
1070,Hanover 28,3758,Hanover Junior-Senior High School,MH,PIKES PEAK REGION,Small Rural,,69.6,Performance Plan: Low Participation,,
1070,Hanover 28,3941,Hanover Online Academy,MH,PIKES PEAK REGION,Small Rural,,,Insufficient State Data,,"2017 New school, deferred to district rating; 2018, 2019 Insufficient state evidence, deferred to district rating"
1070,Hanover 28,6701,Prairie Heights Elementary School,E,PIKES PEAK REGION,Small Rural,Year 1,42.5,Improvement Plan: Meets 95% Participation,,2014 Approved request to reconsider; 2018 Denied request to reconsider
980,Harrison 2,469,Atlas Preparatory High School,H,PIKES PEAK REGION,Not Rural,,71.6,Performance Plan: Meets 95% Participation,,
980,Harrison 2,369,Atlas Preparatory Middle School,EM,PIKES PEAK REGION,Not Rural,,72.4,Performance Plan: Meets 95% Participation,,"2016 New school, deferred to district rating"
980,Harrison 2,1000,Bricker Elementary School,E,PIKES PEAK REGION,Not Rural,,50.8,Improvement Plan: Meets 95% Participation,,
980,Harrison 2,3870,Career Readiness Academy,H,PIKES PEAK REGION,Not Rural,,48.59,AEC: Improvement Plan,,2012 Grandfathered in as AEC
980,Harrison 2,1306,Carmel Middle School,M,PIKES PEAK REGION,Not Rural,Year 2,45,Improvement Plan: Meets 95% Participation,Year 2 On Watch,
980,Harrison 2,1383,Centennial Elementary School,E,PIKES PEAK REGION,Not Rural,,52.9,Improvement Plan: Meets 95% Participation,,
980,Harrison 2,3522,Fox Meadow Middle School,M,PIKES PEAK REGION,Not Rural,,48.4,Improvement Plan: Meets 95% Participation,,
980,Harrison 2,3392,Giberson Elementary School,E,PIKES PEAK REGION,Not Rural,,59.6,Performance Plan: Meets 95% Participation,,
980,Harrison 2,3806,Harrison High School,H,PIKES PEAK REGION,Not Rural,,51.8,Improvement Plan: Low Participation,,
980,Harrison 2,4380,James Irwin Charter Elementary School,E,PIKES PEAK REGION,Not Rural,,80,Performance Plan: Meets 95% Participation,,
980,Harrison 2,4378,James Irwin Charter High School,H,PIKES PEAK REGION,Not Rural,,77.2,Performance Plan: Meets 95% Participation,,
980,Harrison 2,4379,James Irwin Charter Middle School,M,PIKES PEAK REGION,Not Rural,,63.1,Performance Plan: Meets 95% Participation,,
980,Harrison 2,6018,Monterey Elementary School,E,PIKES PEAK REGION,Not Rural,Year 2,66,Performance Plan: Meets 95% Participation,Year 2 On Watch,2018 Denied request to reconsider
980,Harrison 2,6162,Mountain Vista Community School,EM,PIKES PEAK REGION,Not Rural,,77.5,Performance Plan: Meets 95% Participation,,
980,Harrison 2,6460,Oak Creek Elementary School,E,PIKES PEAK REGION,Not Rural,,71.7,Performance Plan: Meets 95% Participation,,
980,Harrison 2,6578,Otero Elementary School,E,PIKES PEAK REGION,Not Rural,,64.5,Performance Plan: Meets 95% Participation,,
980,Harrison 2,6686,Panorama Middle School,M,PIKES PEAK REGION,Not Rural,,40.3,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
980,Harrison 2,6936,Pikes Peak Elementary School,E,PIKES PEAK REGION,Not Rural,,69.4,Performance Plan: Meets 95% Participation,,2014 Approved request to reconsider
980,Harrison 2,7611,Sand Creek International Elementary School,E,PIKES PEAK REGION,Not Rural,,84.5,Performance Plan: Meets 95% Participation,,
980,Harrison 2,7882,Sierra High School,H,PIKES PEAK REGION,Not Rural,,47.2,Improvement Plan: Meets 95% Participation,,"2013, 2016 Denied request to reconsider; 2017, 2018 Approved request to reconsider"
980,Harrison 2,8034,Soaring Eagles Elementary School,E,PIKES PEAK REGION,Not Rural,,64.1,Performance Plan: Meets 95% Participation,,
980,Harrison 2,8337,Stratmoor Hills Elementary School,E,PIKES PEAK REGION,Not Rural,,63.5,Performance Plan: Meets 95% Participation,,
980,Harrison 2,8350,Stratton Meadows Elementary School,E,PIKES PEAK REGION,Not Rural,,65.1,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
980,Harrison 2,8923,Turman Elementary School,E,PIKES PEAK REGION,Not Rural,,60.7,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
980,Harrison 2,9602,Wildflower Elementary School,E,PIKES PEAK REGION,Not Rural,,61.7,Performance Plan: Meets 95% Participation,,
2630,Haxtun RE-2J,3846,Haxtun Elementary School,EM,NORTHEAST REGION,Small Rural,,45,Improvement Plan: Low Participation,,2016 Approved request to reconsider
2630,Haxtun RE-2J,3850,Haxtun High School,H,NORTHEAST REGION,Small Rural,,60.5,Performance Plan: Low Participation,,
2760,Hayden RE-1,3862,Hayden High School,H,NORTHWEST REGION,Small Rural,,58.2,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
2760,Hayden RE-1,3860,Hayden Middle School,M,NORTHWEST REGION,Small Rural,,53.5,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
2760,Hayden RE-1,2522,Hayden Valley Elementary School,E,NORTHWEST REGION,Small Rural,Year 1,46,Improvement Plan: Low Participation,,
1380,Hinsdale County RE 1,4899,Lake City Community School,EMH,WEST CENTRAL REGION,Small Rural,,68.8,Performance Plan: Meets 95% Participation,,
1460,Hi-Plains R-23,7746,Hi-Plains School District R-23,EMH,NORTHEAST REGION,Small Rural,,55.8,Performance Plan: Meets 95% Participation,,2014 Approved request to reconsider
1600,Hoehne Reorganized 3,4048,Hoehne Schools,EMH,SOUTHEAST REGION,Small Rural,,69.4,Performance Plan: Meets 95% Participation,,
2670,HOLLY RE-3,7794,HOLLY ELEMENTARY SCHOOL,E,,,,64.4,School Code Closed 2019-20,,
2670,HOLLY RE-3,4069,HOLLY JUNIOR HIGH SCHOOL,M,,,Year 2,44,School Code Closed 2019-20,,
2670,Holly RE-3,4058,Holly School,H,SOUTHEAST REGION,Small Rural,,58.3,Performance Plan: Meets 95% Participation,,
2620,Holyoke Re-1J,2686,Holyoke Alternative School,MH,NORTHEAST REGION,Small Rural,,,Insufficient State Data,,"2014 New school, deferred to district rating; 2016, 2017, 2018, 2019 Insufficient state evidence,deferred to district rating;"
2620,Holyoke Re-1J,4076,Holyoke Elementary School,E,NORTHEAST REGION,Small Rural,,61,Performance Plan: Meets 95% Participation,,
2620,Holyoke Re-1J,4080,Holyoke Senior High School,MH,NORTHEAST REGION,Small Rural,,65,Performance Plan: Meets 95% Participation,,
1390,Huerfano Re-1,3306,Gardner Elementary School,EM,SOUTHEAST REGION,Small Rural,,51.5,Improvement Plan: Low Participation,,"2016, 2017 Denied request to reconsider"
1390,Huerfano Re-1,9212,John Mall High School,H,SOUTHEAST REGION,Small Rural,,48.5,Improvement Plan: Meets 95% Participation,,2016 Denied request to reconsider; 2017 Approved request to reconsider
1390,Huerfano Re-1,63,Peakview School,EM,SOUTHEAST REGION,Small Rural,,37.4,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,2016 Approved request to reconsider; 2017 Denied request to reconsider
3220,Idalia RJ-3,4227,Idalia Elementary School,E,NORTHEAST REGION,Small Rural,,93.3,Performance Plan: Meets 95% Participation,,
3220,Idalia RJ-3,4231,Idalia Junior-Senior High School,MH,NORTHEAST REGION,Small Rural,,67.7,Performance Plan: Low Participation,,
1540,Ignacio 11 JT,4252,Ignacio Elementary School,E,SOUTHWEST REGION,Small Rural,Year 2,47.1,Improvement Plan: Meets 95% Participation,Year 2 On Watch,"2014, 2017 Denied request to reconsider"
1540,Ignacio 11 JT,4258,Ignacio High School,H,SOUTHWEST REGION,Small Rural,,44.8,Improvement Plan: Meets 95% Participation,,"2016, 2018 Approved request to reconsider; 2017 Denied request to reconsider"
1540,Ignacio 11 JT,4254,Ignacio Middle School,M,SOUTHWEST REGION,Small Rural,,60.5,Performance Plan: Meets 95% Participation,,2014 Denied request to reconsider; 2017 Denied request to reconsider
1420,Jefferson County R-1,30,Adams Elementary School,E,METRO REGION,Not Rural,,65.6,Performance Plan: Low Participation,,
1420,Jefferson County R-1,1451,Addenbrooke Classical Academy,MH,METRO REGION,Not Rural,,57,Performance Plan: Meets 95% Participation,,"2013 New school, deferred to district rating"
1420,Jefferson County R-1,491,Addenbrooke Classical Grammar School,E,METRO REGION,Not Rural,,67.3,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
1420,Jefferson County R-1,108,Alameda International Junior/Senior High School,MH,METRO REGION,Not Rural,,48.2,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,148,Allendale Elementary School,E,METRO REGION,Not Rural,,53.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,370,Arvada High School,H,METRO REGION,Not Rural,,43.6,Priority Improvement Plan: Decreased due to Participation,Year 1 of Priority Improvement or Turnaround,2016 Denied request to reconsider; 2017 Approved request to reconsider
1420,Jefferson County R-1,109,Arvada K-8,EM,METRO REGION,Not Rural,Year 3,39.2,Priority Improvement Plan: Meets 95% Participation,Year 4 of Priority Improvement or Turnaround,"2010 New school, deferred to district rating, 2014 Denied request to reconsider"
1420,Jefferson County R-1,378,Arvada West High School,H,METRO REGION,Not Rural,,66.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,664,Bear Creek High School,H,METRO REGION,Not Rural,,68.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,660,Bear Creek K-8 School,EM,METRO REGION,Not Rural,,64.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,694,Bell Middle School,M,METRO REGION,Not Rural,,56.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,724,Belmar School of Integrated Arts,E,METRO REGION,Not Rural,,55.7,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,776,Bergen Meadow Primary School,E,METRO REGION,Not Rural,,,Performance Plan,,"2010, 2012, 2013, 2014, 2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
1420,Jefferson County R-1,779,Bergen Valley Intermediate School,E,METRO REGION,Not Rural,,83.6,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,951,Blue Heron Elementary School,E,METRO REGION,Not Rural,,71.6,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,952,Bradford K8 North,EM,METRO REGION,Not Rural,,76.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,950,Bradford K8 South,E,METRO REGION,Not Rural,,100,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,965,Brady Exploration School,H,METRO REGION,Not Rural,,46.99,AEC: Priority Improvement Plan,Year 1 of Priority Improvement or Turnaround,2013 Approved request to reconsider; 2019 Denied request to reconsider
1420,Jefferson County R-1,1238,Campbell Elementary School,E,METRO REGION,Not Rural,,56.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1318,Carmody Middle School,M,METRO REGION,Not Rural,,62,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1522,Chatfield High School,H,METRO REGION,Not Rural,,78.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1730,Coal Creek Canyon K-8 Elementary School,EM,METRO REGION,Not Rural,,82.8,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,7701,Collegiate Academy of Colorado,EMH,METRO REGION,Not Rural,,67.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1790,Colorow Elementary School,E,METRO REGION,Not Rural,,68.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1864,Columbine High School,H,METRO REGION,Not Rural,,70.7,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1861,Columbine Hills Elementary School,E,METRO REGION,Not Rural,,70.8,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1880,Compass Montessori - Golden Charter School,EMH,METRO REGION,Not Rural,,72.8,Performance Plan: Low Participation,,2016 Approved request to reconsider
1420,Jefferson County R-1,1869,Compass Montessori - Wheat Ridge Charter School,E,METRO REGION,Not Rural,,44.3,Improvement Plan: Low Participation,,2016 Approved request to reconsider
1420,Jefferson County R-1,1886,Conifer Senior High School,H,METRO REGION,Not Rural,,82.1,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4798,Connections Learning Center on the Earle Johnson C,M,METRO REGION,Not Rural,,37.72,AEC: Priority Improvement Plan,Year 1 of Priority Improvement or Turnaround,
1420,Jefferson County R-1,1876,Coronado Elementary School,E,METRO REGION,Not Rural,,75.6,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,1976,Creighton Middle School,M,METRO REGION,Not Rural,,54.7,Performance Plan: Low Participation,,
1420,Jefferson County R-1,2093,Dakota Ridge Senior High School,H,METRO REGION,Not Rural,,76.6,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,8090,Deane Elementary School,E,METRO REGION,Not Rural,,54.6,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2130,Deer Creek Middle School,M,METRO REGION,Not Rural,,65.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,9432,Dennison Elementary School,E,METRO REGION,Not Rural,,100,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2120,D'Evelyn Junior/Senior High School,MH,METRO REGION,Not Rural,,82,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2194,Devinny Elementary School,E,METRO REGION,Not Rural,,75.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2189,Doral Academy of Colorado,EM,METRO REGION,Not Rural,,65,Performance Plan: Meets 95% Participation,,"2016 New school, deferred to district rating"
1420,Jefferson County R-1,2288,Drake Junior High School,M,METRO REGION,Not Rural,,63.9,Performance Plan: Low Participation,,
1420,Jefferson County R-1,2300,Dunstan Middle School,M,METRO REGION,Not Rural,,56.8,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2322,Dutch Creek Elementary School,E,METRO REGION,Not Rural,,77,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2496,Edgewater Elementary School,E,METRO REGION,Not Rural,,35.9,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,2016 Denied request to reconsider
1420,Jefferson County R-1,2550,Eiber Elementary School,E,METRO REGION,Not Rural,,63.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2616,Elk Creek Elementary School,E,METRO REGION,Not Rural,,63.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,8248,Emory Elementary School,E,METRO REGION,Not Rural,Year 1,40.5,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,
1420,Jefferson County R-1,2836,Evergreen High School,H,METRO REGION,Not Rural,,85.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2832,Evergreen Middle School,M,METRO REGION,Not Rural,,71.6,Performance Plan: Low Participation,,2017 Approved request to reconsider
1420,Jefferson County R-1,2820,Everitt Middle School,M,METRO REGION,Not Rural,,47.1,Improvement Plan: Low Participation,,2016 Denied request to reconsider
1420,Jefferson County R-1,2799,Excel Academy Charter School,EMH,METRO REGION,Not Rural,,69.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2866,Fairmount Elementary School,E,METRO REGION,Not Rural,,90.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,2963,Falcon Bluffs Middle School,M,METRO REGION,Not Rural,,64.3,Performance Plan: Low Participation,,
1420,Jefferson County R-1,2946,Fitzmorris Elementary School,E,METRO REGION,Not Rural,Year 1,43.2,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3025,Foothills Elementary School,E,METRO REGION,Not Rural,,63.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3088,Foster K-8,E,METRO REGION,Not Rural,,50.6,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3201,Free Horizon Montessori,EM,METRO REGION,Not Rural,,75.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3216,Fremont Elementary School,E,METRO REGION,Not Rural,,83.3,Performance Plan: Low Participation,,
1420,Jefferson County R-1,3450,Glennon Heights Elementary School,E,METRO REGION,Not Rural,,49,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3502,Golden High School,H,METRO REGION,Not Rural,,69.1,Performance Plan: Meets 95% Participation,,2016 Denied request to reconsider
1420,Jefferson County R-1,3536,Governor's Ranch Elementary School,E,METRO REGION,Not Rural,,66.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3691,Great Work Montessori,E,METRO REGION,Not Rural,,25,Turnaround Plan: Low Participation,Year 1 of Priority Improvement or Turnaround,"2017 New school, deferred to district rating; 2018 Insufficient state evidence, deferred to district rating"
1420,Jefferson County R-1,3622,Green Gables Elementary School,E,METRO REGION,Not Rural,,88.6,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
1420,Jefferson County R-1,3624,Green Mountain Elementary School,E,METRO REGION,Not Rural,,54.1,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3628,Green Mountain High School,H,METRO REGION,Not Rural,,66.1,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,3726,Hackberry Hill Elementary School,E,METRO REGION,Not Rural,,69.7,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4190,Hutchinson Elementary School,E,METRO REGION,Not Rural,,57.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4408,Jeffco Virtual Academy,MH,METRO REGION,Not Rural,,61.27,AEC: Performance Plan,,"2016, 2017, 2018 Approved request to reconsider"
1420,Jefferson County R-1,4404,Jefferson Academy,EMH,METRO REGION,Not Rural,,84.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4402,Jefferson Academy Elementary,E,METRO REGION,Not Rural,,71.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4410,Jefferson Academy High School,H,METRO REGION,Not Rural,,88.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,E,METRO REGION,Not Rural,,62.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6541,Jefferson County Open Secondary,MH,METRO REGION,Not Rural,,54.2,Performance Plan: Meets 95% Participation,,2014 Denied request to reconsider
1420,Jefferson County R-1,4422,Jefferson Junior/Senior High School,MH,METRO REGION,Not Rural,,39.9,Turnaround Plan: Decreased due to Participation,Year 1 of Priority Improvement or Turnaround,
1420,Jefferson County R-1,4548,Ken Caryl Middle School,M,METRO REGION,Not Rural,,43.6,Improvement Plan: Meets 95% Participation,,2014 Denied request to reconsider
1420,Jefferson County R-1,4549,Kendallvue Elementary School,E,METRO REGION,Not Rural,,80.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4550,Kendrick Lakes Elementary School,E,METRO REGION,Not Rural,,79.8,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4802,Kullerstrand Elementary School,E,METRO REGION,Not Rural,,59.7,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4830,Kyffin Elementary School,E,METRO REGION,Not Rural,,86.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,4942,Lakewood High School,H,METRO REGION,Not Rural,,68.7,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5004,Lasley Elementary School,E,METRO REGION,Not Rural,,67.8,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5024,Lawrence Elementary School,E,METRO REGION,Not Rural,,53.2,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5036,Leawood Elementary School,E,METRO REGION,Not Rural,,74.1,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5145,Lincoln Charter Academy,EM,METRO REGION,Not Rural,,66.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5222,Little Elementary School,E,METRO REGION,Not Rural,,47.4,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5623,Longview High School,H,METRO REGION,Not Rural,,53.01,AEC: Improvement Plan,,
1420,Jefferson County R-1,5350,Lukas Elementary School,E,METRO REGION,Not Rural,,73.1,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5354,Lumberg Elementary School,E,METRO REGION,Not Rural,,61.9,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5454,Mandalay Middle School,M,METRO REGION,Not Rural,,70,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5472,Manning Options School,M,METRO REGION,Not Rural,,66,Performance Plan: Low Participation,,
1420,Jefferson County R-1,5524,Maple Grove Elementary School,E,METRO REGION,Not Rural,,79.6,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5580,Marshdale Elementary School,E,METRO REGION,Not Rural,,98.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,33,McLain Community High School,MH,METRO REGION,Not Rural,,52.04,AEC: Improvement Plan,,
1420,Jefferson County R-1,5758,Meiklejohn Elementary,E,METRO REGION,Not Rural,,93.3,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5892,Miller Special Education,EMH,METRO REGION,Not Rural,,83.95,AEC: Performance Plan,,
1420,Jefferson County R-1,5944,Mitchell Elementary School,E,METRO REGION,Not Rural,,69.5,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5972,Molholm Elementary School,E,METRO REGION,Not Rural,,42.2,Improvement Plan: Meets 95% Participation,,
1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,EM,METRO REGION,Not Rural,,73.4,Performance Plan: Meets 95% Participation,,
1420,Jefferson County R-1,6090,Moore Middle School,M,METRO REGION,Not Rural,,41.2,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,2016 Denied request to reconsider
