CMSCertificationNumber (CCN),FacilityName,AddressLine1,AddressLine2,City,State,ZipCode,CountyName,PhoneNumber,CMSRegion,MeasureCode,Score,Footnote,StartDate,EndDate
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_018_02_DTC_VOLUME,292,,10/01/2017,09/30/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_019_01_MSPB_NUMB,281,,10/01/2017,09/30/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_019_01_MSPB_SCORE,0.95,,10/01/2017,09/30/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_020_01_DENOMINATOR,274,,01/01/2019,12/31/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_020_01_NUMERATOR,220,,01/01/2019,12/31/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_020_01_OBS_RATE,80.3,,01/01/2019,12/31/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_021_01_ADJ_RATE,1.4,,01/01/2019,12/31/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_021_01_DENOMINATOR,240,,01/01/2019,12/31/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_021_01_NUMERATOR,3,,01/01/2019,12/31/2019
192013,CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",,LAKE CHARLES,LA,70601,Calcasieu,(337) 310-6033,6,L_021_01_OBS_RATE,1.3,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_006_01_CI_LOWER,1.586,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_006_01_CI_UPPER,6.484,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_006_01_COMP_PERF,Worse than the National Benchmark,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_006_01_DOPC_DAYS,1706,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_006_01_ELIGCASES,2.343,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_006_01_NUMERATOR,8,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_006_01_SIR,3.414,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_007_01_CI_LOWER,0.846,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_007_01_CI_UPPER,3.184,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_007_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_007_01_DOPC_DAYS,5115,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_007_01_ELIGCASES,5.187,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_007_01_NUMERATOR,9,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_007_01_SIR,1.735,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_009_02_DENOMINATOR,329,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_009_02_NUMERATOR,329,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_009_02_OBS_RATE,100,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_010_02_DENOMINATOR,329,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_010_02_NUMERATOR,329,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_010_02_OBS_RATE,100,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_011_03_ADJ_CHG_MOBL_SCORE,13.6,,01/01/2018,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_011_03_DENOMINATOR,34,,01/01/2018,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_011_03_OBS_CHG_MOBL_SCORE,9.6,,01/01/2018,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_012_01_DENOMINATOR,329,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_012_01_NUMERATOR,0,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_012_01_OBS_RATE,0,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_014_01_CI_LOWER,0.475,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_014_01_CI_UPPER,2.15,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_014_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_014_01_DOPC_DAYS,9172,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_014_01_ELIGCASES,6.441,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_014_01_NUMERATOR,7,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_014_01_SIR,1.087,,10/01/2018,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_015_01_DENOMINATOR,132,,10/01/2017,03/31/2018
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_015_01_NUMERATOR,128,,10/01/2017,03/31/2018
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_015_01_OBS_RATE,97,,10/01/2017,03/31/2018
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_017_01_PPR_PD_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_017_01_PPR_PD_OBS,15.79,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_017_01_PPR_PD_OBS_READM,21,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_017_01_PPR_PD_RSRR,16.02,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_017_01_PPR_PD_RSRR_2_5,12.7,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_017_01_PPR_PD_RSRR_97_5,19.86,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_017_01_PPR_PD_VOLUME,133,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_018_02_DTC_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_018_02_DTC_NUMBER,30,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_018_02_DTC_OBS_RATE,19.74,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_018_02_DTC_RS_RATE,19.58,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_018_02_DTC_RS_RATE_2_5,14.45,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_018_02_DTC_RS_RATE_97_5,25.37,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_018_02_DTC_VOLUME,152,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_019_01_MSPB_NUMB,138,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_019_01_MSPB_SCORE,0.99,,10/01/2017,09/30/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_020_01_DENOMINATOR,329,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_020_01_NUMERATOR,328,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_020_01_OBS_RATE,99.7,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_021_01_ADJ_RATE,0.9,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_021_01_DENOMINATOR,301,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_021_01_NUMERATOR,3,,01/01/2019,12/31/2019
192015,OCHSNER EXTENDED CARE HOSPITAL,"2614 JEFFERSON HWY, 2ND FLOOR",,JEFFERSON,LA,70121,Jefferson,(504) 464-8590,6,L_021_01_OBS_RATE,1,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_006_01_CI_LOWER,0.167,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_006_01_CI_UPPER,1.785,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_006_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_006_01_DOPC_DAYS,4399,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_006_01_ELIGCASES,4.575,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_006_01_NUMERATOR,3,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_006_01_SIR,0.656,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_007_01_CI_LOWER,0.196,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_007_01_CI_UPPER,1.488,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_007_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_007_01_DOPC_DAYS,7412,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_007_01_ELIGCASES,6.484,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_007_01_NUMERATOR,4,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_007_01_SIR,0.617,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_009_02_DENOMINATOR,305,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_009_02_NUMERATOR,305,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_009_02_OBS_RATE,100,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_010_02_DENOMINATOR,305,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_010_02_NUMERATOR,305,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_010_02_OBS_RATE,100,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_011_03_ADJ_CHG_MOBL_SCORE,11.5,,01/01/2018,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_011_03_DENOMINATOR,29,,01/01/2018,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_011_03_OBS_CHG_MOBL_SCORE,11,,01/01/2018,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_012_01_DENOMINATOR,305,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_012_01_NUMERATOR,0,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_012_01_OBS_RATE,0,,01/01/2019,12/31/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_014_01_CI_LOWER,0.007,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_014_01_CI_UPPER,0.689,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_014_01_COMP_PERF,Better than the National Benchmark,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_014_01_DOPC_DAYS,8452,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_014_01_ELIGCASES,7.161,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_014_01_NUMERATOR,1,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_014_01_SIR,0.14,,10/01/2018,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_015_01_DENOMINATOR,218,,10/01/2017,03/31/2018
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_015_01_NUMERATOR,173,,10/01/2017,03/31/2018
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_015_01_OBS_RATE,79.4,,10/01/2017,03/31/2018
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_017_01_PPR_PD_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_017_01_PPR_PD_OBS,12.77,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_017_01_PPR_PD_OBS_READM,42,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_017_01_PPR_PD_RSRR,15.38,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_017_01_PPR_PD_RSRR_2_5,12.49,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_017_01_PPR_PD_RSRR_97_5,18.53,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_017_01_PPR_PD_VOLUME,329,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_018_02_DTC_COMP_PERF,Better than the National Rate,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_018_02_DTC_NUMBER,123,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_018_02_DTC_OBS_RATE,39.3,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_018_02_DTC_RS_RATE,28.71,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_018_02_DTC_RS_RATE_2_5,24.65,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_018_02_DTC_RS_RATE_97_5,32.59,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_018_02_DTC_VOLUME,313,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_019_01_MSPB_NUMB,325,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_019_01_MSPB_SCORE,0.95,,10/01/2017,09/30/2019
192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",,MONROE,LA,71201,Ouachita,(318) 966-4126,6,L_020_01_DENOMINATOR,305,,01/01/2019,12/31/2019
