CAD Incident Number,Response Date,CAD Problem,Latitude,Longitude,Report Date,RMS Call Nature
BCSO201023-038372,10/23/2020,CRTRES-Criminal Trespass,39.979449,-105.179103,10/23/2020,CRMTRR FEL
BCSO201117-041255,11/17/2020,TRESPS-Trespassing,39.985957,-105.225976,11/17/2020,CRMTRR FEL
BCSO201206-043360,12/6/2020,FOLLOS-Follow-Up,39.965356,-105.526389,12/6/2020,CRMTRR FEL
BCSO200101-000116,1/1/2020,CRTRES-Criminal Trespass,40.060713,-105.166716,1/1/2020,CRMTRV FEL
BCSO200109-001121,1/9/2020,THEFTS-Theft,40.079904,-105.279537,1/9/2020,CRMTRV FEL
BCSO200112-001620,1/12/2020,CRTRES-Criminal Trespass,39.953256,-105.232617,1/12/2020,CRMTRV FEL
BCSO200112-001624,1/12/2020,CRTRES-Criminal Trespass,39.999479,-105.304564,1/12/2020,CRMTRV FEL
BCSO200113-001761,1/13/2020,CRTRES-Criminal Trespass,39.999479,-105.304564,1/13/2020,CRMTRV FEL
BCSO200115-001971,1/15/2020,CRTRES-Criminal Trespass,40.002715,-105.295148,1/15/2020,CRMTRV FEL
BCSO200119-002464,1/19/2020,CRTRES-Criminal Trespass,40.000102,-105.215217,1/19/2020,CRMTRV FEL
SUPD200120-002530,1/20/2020,CRTRES-Criminal Trespass,39.924725,-105.147574,1/20/2020,CRMTRV FEL
SUPD200120-002603,1/20/2020,CRTRES-Criminal Trespass,39.923334,-105.163687,1/20/2020,CRMTRV FEL
SUPD200121-002641,1/21/2020,CRTRES-Criminal Trespass,39.924142,-105.149980,1/21/2020,CRMTRV FEL
SUPD200203-004627,2/3/2020,CRTRES-Criminal Trespass,39.935347,-105.150141,2/3/2020,CRMTRV FEL
SUPD200203-004639,2/3/2020,CRTRES-Criminal Trespass,39.936729,-105.164035,2/3/2020,CRMTRV FEL
SUPD200203-004708,2/3/2020,CRTRES-Criminal Trespass,39.943952,-105.155063,2/3/2020,CRMTRV FEL
SUPD200217-006581,2/17/2020,CRTRES-Criminal Trespass,39.937785,-105.149667,2/17/2020,CRMTRV FEL
SUPD200217-006645,2/17/2020,CRTRES-Criminal Trespass,39.929269,-105.142959,2/17/2020,CRMTRV FEL
BCSO200301-008234,3/1/2020,CRTRES-Criminal Trespass,39.999228,-105.290609,3/1/2020,CRMTRV FEL
SUPD200302-008315,3/2/2020,CRTRES-Criminal Trespass,39.957628,-105.170238,3/2/2020,CRMTRV FEL
BCSO200307-009214,3/7/2020,CRTRES-Criminal Trespass,40.023856,-105.296228,3/7/2020,CRMTRV FEL
BCSO200307-009221,3/7/2020,CRTRES-Criminal Trespass,40.033466,-105.315923,3/8/2020,CRMTRV FEL
SUPD200308-009286,3/8/2020,CRTRES-Criminal Trespass,39.931853,-105.145512,3/8/2020,CRMTRV FEL
BCSO200309-009416,3/9/2020,CRTRES-Criminal Trespass,40.059044,-105.209630,3/9/2020,CRMTRV FEL
BCSO200311-009628,3/11/2020,CRTRES-Criminal Trespass,40.061027,-105.210571,3/11/2020,CRMTRV FEL
BCSO200312-009842,3/12/2020,CRTRES-Criminal Trespass,40.170313,-105.165193,3/12/2020,CRMTRV FEL
BCSO200323-010985,3/23/2020,CRTRES-Criminal Trespass,40.061136,-105.211670,3/23/2020,CRMTRV FEL
BCSO200323-011022,3/23/2020,CRTRES-Criminal Trespass,40.061848,-105.215752,3/23/2020,CRMTRV FEL
BCSO200327-011415,3/27/2020,CRTRES-Criminal Trespass,40.003674,-105.402517,3/27/2020,CRMTRV FEL
BCSO200329-011587,3/29/2020,CRTRES-Criminal Trespass,40.096797,-105.155922,3/29/2020,CRMTRV FEL
BCSO200329-011590,3/29/2020,CRTRES-Criminal Trespass,40.101619,-105.165647,3/29/2020,CRMTRV FEL
BCSO200402-011943,4/2/2020,THEFTS-Theft,40.080469,-105.262012,4/2/2020,CRMTRV FEL
BCSO200405-012243,4/5/2020,CRTRES-Criminal Trespass,40.000112,-105.194916,4/5/2020,CRMTRV FEL
BCSO200407-012419,4/7/2020,CRTRES-Criminal Trespass,39.953256,-105.232617,4/7/2020,CRMTRV FEL
BCSO200408-012516,4/8/2020,CRTRES-Criminal Trespass,39.999363,-105.290747,4/8/2020,CRMTRV FEL
BCSO200408-012519,4/8/2020,CRTRES-Criminal Trespass,39.986036,-105.212839,4/8/2020,CRMTRV FEL
BCSO200409-012630,4/9/2020,CRTRES-Criminal Trespass,39.993581,-105.060713,4/9/2020,CRMTRV FEL
BCSO200410-012767,4/10/2020,CRTRES-Criminal Trespass,39.999479,-105.304564,4/10/2020,CRMTRV FEL
BCSO200414-013108,4/14/2020,CRTRES-Criminal Trespass,40.000102,-105.215217,4/14/2020,CRMTRV FEL
BCSO200414-013123,4/14/2020,CRTRES-Criminal Trespass,39.999479,-105.304564,4/14/2020,CRMTRV FEL
BCSO200419-013490,4/19/2020,CRTRES-Criminal Trespass,40.166917,-105.460675,4/19/2020,CRMTRV FEL
BCSO200419-013535,4/19/2020,CRTRES-Criminal Trespass,39.991131,-105.315802,4/19/2020,CRMTRV FEL
BCSO200421-013727,4/21/2020,CRTRES-Criminal Trespass,40.059291,-105.131212,4/21/2020,CRMTRV FEL
BCSO200423-013853,4/23/2020,CRTRES-Criminal Trespass,40.002715,-105.295148,4/23/2020,CRMTRV FEL
BCSO200424-013995,4/24/2020,CRTRES-Criminal Trespass,40.098538,-105.167083,4/24/2020,CRMTRV FEL
SUPD200425-014066,4/25/2020,CRMISS-Criminal Mischief,39.953064,-105.176566,4/25/2020,CRMTRV FEL
BCSO200425-014135,4/25/2020,CRTRES-Criminal Trespass,39.966946,-105.236558,4/25/2020,CRMTRV FEL
SUPD200426-014175,4/26/2020,CRTRES-Criminal Trespass,39.930899,-105.161809,4/26/2020,CRMTRV FEL
BCSO200428-014410,4/28/2020,CRTRES-Criminal Trespass,40.055825,-105.202850,4/28/2020,CRMTRV FEL
BCSO200429-014573,4/29/2020,TRSTOS-Traffic Stop,40.025130,-105.481752,4/30/2020,CRMTRV FEL
SUPD200501-014711,5/1/2020,SUSPIS-Suspicious,39.913739,-105.206339,5/1/2020,CRMTRV FEL
LAPD200502-007451,5/2/2020,CRTRES-Criminal Trespass,39.958010,-105.090369,5/2/2020,CRMTRV FEL
BCSO200505-015183,5/5/2020,CRTRES-Criminal Trespass,39.999447,-105.290755,5/5/2020,CRMTRV FEL
SUPD200511-015823,5/11/2020,SUSPIS-Suspicious,39.918797,-105.162567,5/11/2020,CRMTRV FEL
BCSO200512-015940,5/12/2020,CRTRES-Criminal Trespass,40.065893,-105.180214,5/12/2020,CRMTRV FEL
BCSO200513-016120,5/13/2020,CRTRES-Criminal Trespass,39.940441,-105.235806,5/13/2020,CRMTRV FEL
SUPD200517-016661,5/17/2020,CRTRES-Criminal Trespass,39.932970,-105.163939,5/17/2020,CRMTRV FEL
SUPD200520-017026,5/20/2020,CRTRES-Criminal Trespass,39.930224,-105.143093,5/20/2020,CRMTRV FEL
BCSO200528-018153,5/28/2020,CRTRES-Criminal Trespass,40.014686,-105.201132,5/28/2020,CRMTRV FEL
SUPD200528-018174,5/28/2020,CRTRES-Criminal Trespass,39.929867,-105.144861,5/28/2020,CRMTRV FEL
SUPD200529-018389,5/29/2020,CRTRES-Criminal Trespass,39.930517,-105.146328,5/29/2020,CRMTRV FEL
SUPD200530-018611,5/30/2020,CRTRES-Criminal Trespass,39.932758,-105.143704,5/30/2020,CRMTRV FEL
BCSO200531-018703,5/31/2020,CRTRES-Criminal Trespass,40.014637,-105.156756,5/31/2020,CRMTRV FEL
LYPD200603-019153,6/3/2020,CRTRES-Criminal Trespass,40.228708,-105.270020,6/3/2020,CRMTRV FEL
BCSO200603-019223,6/3/2020,CRTRES-Criminal Trespass,40.008629,-105.208895,6/3/2020,CRMTRV FEL
BCSO200609-019954,6/9/2020,CRTRES-Criminal Trespass,40.034060,-105.191914,6/9/2020,CRMTRV FEL
BCSO200614-020576,6/14/2020,CRTRES-Criminal Trespass,39.999447,-105.290755,6/14/2020,CRMTRV FEL
SUPD200616-020811,6/16/2020,CRTRES-Criminal Trespass,39.939035,-105.143105,6/16/2020,CRMTRV FEL
BCSO200619-021155,6/19/2020,CRTRES-Criminal Trespass,39.960657,-105.235999,6/19/2020,CRMTRV FEL
BCSO200619-021248,6/19/2020,CRTRES-Criminal Trespass,40.060850,-105.207781,6/19/2020,CRMTRV FEL
BCSO200622-021557,6/22/2020,CRMISS-Criminal Mischief,40.101619,-105.165387,6/16/2020,CRMTRV FEL
SUPD200626-022070,6/26/2020,CRTRES-Criminal Trespass,39.930989,-105.162274,6/26/2020,CRMTRV FEL
BCSO200627-022205,6/27/2020,CRTRES-Criminal Trespass,40.008837,-105.207973,6/27/2020,CRMTRV FEL
BCSO200701-022740,7/1/2020,CRTRES-Criminal Trespass,40.073958,-105.189845,7/1/2020,CRMTRV FEL
SUPD200706-023469,7/6/2020,CRTRES-Criminal Trespass,39.941839,-105.150102,7/6/2020,CRMTRV FEL
SUPD200706-023493,7/6/2020,CRTRES-Criminal Trespass,39.932319,-105.140761,7/6/2020,CRMTRV FEL
SUPD200706-023497,7/6/2020,CRTRES-Criminal Trespass,39.934828,-105.139385,7/6/2020,CRMTRV FEL
BCSO200706-023545,7/6/2020,CRTRES-Criminal Trespass,39.980766,-105.455055,7/6/2020,CRMTRV FEL
BCSO200707-023629,7/7/2020,CRTRES-Criminal Trespass,40.067016,-105.201811,7/7/2020,CRMTRV FEL
BCSO200709-023907,7/9/2020,CRTRES-Criminal Trespass,40.021426,-105.164307,7/9/2020,CRMTRV FEL
SUPD200712-024346,7/12/2020,CRTRES-Criminal Trespass,39.955924,-105.169715,7/12/2020,CRMTRV FEL
SUPD200715-024753,7/15/2020,CRTRES-Criminal Trespass,39.933563,-105.160243,7/15/2020,CRMTRV FEL
SUPD200715-024758,7/15/2020,CRTRES-Criminal Trespass,39.941533,-105.160572,7/15/2020,CRMTRV FEL
SUPD200716-024901,7/16/2020,CRTRES-Criminal Trespass,39.927760,-105.162569,7/16/2020,CRMTRV FEL
BCSO200717-025155,7/17/2020,AUTHES-Auto Theft,40.064530,-105.179708,7/17/2020,CRMTRV FEL
BCSO200717-025172,7/17/2020,CRTRES-Criminal Trespass,40.003627,-105.208454,7/17/2020,CRMTRV FEL
SUPD200718-025217,7/18/2020,CRTRES-Criminal Trespass,39.933103,-105.140842,7/18/2020,CRMTRV FEL
BCSO200721-025715,7/21/2020,CRTRES-Criminal Trespass,40.013941,-105.287225,7/21/2020,CRMTRV FEL
SUPD200723-025994,7/23/2020,CRTRES-Criminal Trespass,39.957627,-105.170155,7/23/2020,CRMTRV FEL
SUPD200725-026261,7/25/2020,CRTRES-Criminal Trespass,39.931475,-105.144681,7/25/2020,CRMTRV FEL
SUPD200726-026490,7/26/2020,CRTRES-Criminal Trespass,39.948352,-105.159461,7/26/2020,CRMTRV FEL
BCSO200727-026520,7/27/2020,CRTRES-Criminal Trespass,40.066530,-105.180212,7/27/2020,CRMTRV FEL
BCSO200729-026914,7/29/2020,CRTRES-Criminal Trespass,40.061889,-105.276682,7/29/2020,CRMTRV FEL
BCSO200729-026921,7/29/2020,CRTRES-Criminal Trespass,40.067806,-105.282126,7/29/2020,CRMTRV FEL
SUPD200730-026963,7/30/2020,CRTRES-Criminal Trespass,39.932692,-105.163521,7/30/2020,CRMTRV FEL
BCSO200806-027861,8/6/2020,CRTRES-Criminal Trespass,40.012794,-105.196196,8/6/2020,CRMTRV FEL
SUPD200806-027888,8/6/2020,CRTRES-Criminal Trespass,39.942748,-105.151035,8/6/2020,CRMTRV FEL
BCSO200806-027922,8/6/2020,CRTRES-Criminal Trespass,40.056479,-105.176233,8/6/2020,CRMTRV FEL
BCSO200807-028092,8/7/2020,CRTRES-Criminal Trespass,40.053909,-105.184359,8/7/2020,CRMTRV FEL
BCSO200809-028322,8/9/2020,CRTRES-Criminal Trespass,40.047953,-105.267169,8/9/2020,CRMTRV FEL
BCSO200810-028562,8/10/2020,FOLLOS-Follow-Up,40.092585,-105.170348,8/11/2020,CRMTRV FEL
BCSO200811-028631,8/11/2020,CRTRES-Criminal Trespass,40.058721,-105.210647,8/11/2020,CRMTRV FEL
SUPD200817-029515,8/17/2020,SUSPIS-Suspicious,39.957627,-105.170188,8/17/2020,CRMTRV FEL
SUPD200817-029538,8/17/2020,CRTRES-Criminal Trespass,39.938889,-105.144848,8/17/2020,CRMTRV FEL
BCSO200817-029550,8/17/2020,CRTRES-Criminal Trespass,40.103954,-105.171382,8/17/2020,CRMTRV FEL
SUPD200818-029637,8/18/2020,CRTRES-Criminal Trespass,39.932469,-105.152370,8/18/2020,CRMTRV FEL
BCSO200818-029642,8/18/2020,CRTRES-Criminal Trespass,40.108834,-105.085424,8/18/2020,CRMTRV FEL
BCSO200818-029666,8/18/2020,CRTRES-Criminal Trespass,40.098538,-105.167083,8/18/2020,CRMTRV FEL
BCSO200819-029793,8/19/2020,CRTRES-Criminal Trespass,40.101619,-105.165387,8/19/2020,CRMTRV FEL
SUPD200821-030058,8/21/2020,CRTRES-Criminal Trespass,39.954887,-105.163349,8/21/2020,CRMTRV FEL
SUPD200821-030075,8/21/2020,OAAS-Other Agency Assist,39.928969,-105.150233,8/21/2020,CRMTRV FEL
BCSO200823-030354,8/23/2020,CRTRES-Criminal Trespass,39.952869,-105.231311,8/23/2020,CRMTRV FEL
BCSO200823-030367,8/23/2020,CRTRES-Criminal Trespass,40.185225,-105.178145,8/23/2020,CRMTRV FEL
BCSO200824-030439,8/24/2020,CRTRES-Criminal Trespass,40.079382,-105.235205,8/24/2020,CRMTRV FEL
BCSO200825-030542,8/25/2020,CRTRES-Criminal Trespass,40.063282,-105.182008,8/25/2020,CRMTRV FEL
BCSO200825-030586,8/25/2020,CRTRES-Criminal Trespass,40.206957,-105.219384,8/25/2020,CRMTRV FEL
BCSO200825-030588,8/25/2020,CRTRES-Criminal Trespass,40.065911,-105.180214,8/25/2020,CRMTRV FEL
BCSO200826-030679,8/26/2020,CRTRES-Criminal Trespass,40.102352,-105.102895,8/26/2020,CRMTRV FEL
SUPD200827-030908,8/27/2020,CRTRES-Criminal Trespass,39.932358,-105.139313,8/27/2020,CRMTRV FEL
SUPD200830-031259,8/30/2020,CRTRES-Criminal Trespass,39.943273,-105.155878,8/30/2020,CRMTRV FEL
SUPD200831-031423,8/31/2020,CRTRES-Criminal Trespass,39.935891,-105.152437,8/31/2020,CRMTRV FEL
BCSO200904-031989,9/4/2020,CRTRES-Criminal Trespass,39.952104,-105.233693,9/4/2020,CRMTRV FEL
SUPD200905-032116,9/5/2020,CRTRES-Criminal Trespass,39.928282,-105.159144,9/5/2020,CRMTRV FEL
BCSO200905-032191,9/5/2020,CRTRES-Criminal Trespass,39.939536,-105.256199,9/5/2020,CRMTRV FEL
BCSO200905-032193,9/5/2020,CRTRES-Criminal Trespass,40.101619,-105.165387,9/5/2020,CRMTRV FEL
BCSO200905-032194,9/5/2020,CRTRES-Criminal Trespass,39.952869,-105.231311,9/5/2020,CRMTRV FEL
SUPD200906-032266,9/6/2020,CRTRES-Criminal Trespass,39.920855,-105.157886,9/6/2020,CRMTRV FEL
BCSO200906-032270,9/6/2020,CRTRES-Criminal Trespass,40.014677,-105.204168,9/6/2020,CRMTRV FEL
BCSO200909-032694,9/9/2020,FOLLOS-Follow-Up,40.074472,-105.284635,9/9/2020,CRMTRV FEL
SUPD200910-032725,9/10/2020,CRTRES-Criminal Trespass,39.931969,-105.138384,9/10/2020,CRMTRV FEL
BCSO200914-033209,9/14/2020,CRTRES-Criminal Trespass,39.995834,-105.126107,9/14/2020,CRMTRV FEL
SUPD200916-033470,9/16/2020,CRMISS-Criminal Mischief,39.926028,-105.156742,9/16/2020,CRMTRV FEL
SUPD200917-033662,9/17/2020,CRTRES-Criminal Trespass,39.919517,-105.162759,9/17/2020,CRMTRV FEL
BCSO200919-033982,9/19/2020,CRTRES-Criminal Trespass,40.067806,-105.282126,9/19/2020,CRMTRV FEL
SUPD200922-034356,9/22/2020,CRTRES-Criminal Trespass,39.923651,-105.155666,9/22/2020,CRMTRV FEL
BCSO200923-034490,9/23/2020,CRTRES-Criminal Trespass,40.008195,-105.201343,9/23/2020,CRMTRV FEL
BCSO200923-034538,9/23/2020,CRTRES-Criminal Trespass,40.009822,-105.196021,9/23/2020,CRMTRV FEL
BCSO200923-034551,9/23/2020,CRTRES-Criminal Trespass,39.919920,-105.236625,9/23/2020,CRMTRV FEL
BCSO200923-034557,9/23/2020,CRTRES-Criminal Trespass,39.960552,-105.235904,9/23/2020,CRMTRV FEL
BCSO200923-034568,9/23/2020,CRTRES-Criminal Trespass,40.008023,-105.198671,9/23/2020,CRMTRV FEL
BCSO200923-034583,9/23/2020,CRTRES-Criminal Trespass,40.009089,-105.197751,9/23/2020,CRMTRV FEL
SUPD200926-034905,9/26/2020,CRTRES-Criminal Trespass,39.932375,-105.164416,9/26/2020,CRMTRV FEL
BCSO200926-034907,9/26/2020,CRTRES-Criminal Trespass,39.960552,-105.235904,9/26/2020,CRMTRV FEL
SUPD200926-034933,9/26/2020,CRTRES-Criminal Trespass,39.948352,-105.159461,9/26/2020,CRMTRV FEL
BCSO200927-035088,9/27/2020,CRTRES-Criminal Trespass,40.061848,-105.215715,9/27/2020,CRMTRV FEL
BCSO200927-035104,9/27/2020,CRMISS-Criminal Mischief,39.960552,-105.235904,9/27/2020,CRMTRV FEL
SUPD201001-035484,10/1/2020,CRTRES-Criminal Trespass,39.930703,-105.145958,10/1/2020,CRMTRV FEL
SUPD201001-035552,10/1/2020,SUSPIS-Suspicious,39.937064,-105.149983,10/1/2020,CRMTRV FEL
SUPD201004-035846,10/4/2020,CRTRES-Criminal Trespass,39.948428,-105.159640,10/4/2020,CRMTRV FEL
BCSO201006-036164,10/6/2020,CRTRES-Criminal Trespass,40.205350,-105.104416,10/6/2020,CRMTRV FEL
BCSO201007-036265,10/7/2020,FOLLOS-Follow-Up,40.101695,-105.143498,10/5/2020,CRMTRV FEL
BCSO201007-036332,10/7/2020,CRTRES-Criminal Trespass,40.060852,-105.207978,10/7/2020,CRMTRV FEL
BCSO201009-036599,10/9/2020,CRTRES-Criminal Trespass,40.203191,-105.110550,10/9/2020,CRMTRV FEL
BCSO201010-036720,10/10/2020,CRTRES-Criminal Trespass,40.016336,-105.178132,10/10/2020,CRMTRV FEL
BCSO201010-036791,10/10/2020,CRTRES-Criminal Trespass,40.005146,-105.200160,10/10/2020,CRMTRV FEL
BCSO201011-036823,10/11/2020,CRTRES-Criminal Trespass,40.002715,-105.295148,10/11/2020,CRMTRV FEL
SUPD201014-037243,10/14/2020,CRTRES-Criminal Trespass,39.942488,-105.161323,10/14/2020,CRMTRV FEL
SUPD201015-037445,10/15/2020,CRTRES-Criminal Trespass,39.935209,-105.145744,10/16/2020,CRMTRV FEL
SUPD201017-037615,10/17/2020,CRTRES-Criminal Trespass,39.938448,-105.144012,10/17/2020,CRMTRV FEL
SUPD201018-037799,10/18/2020,CRTRES-Criminal Trespass,39.918085,-105.162269,10/18/2020,CRMTRV FEL
SUPD201020-038059,10/20/2020,CRTRES-Criminal Trespass,39.928778,-105.166754,10/20/2020,CRMTRV FEL
BCSO201022-038257,10/22/2020,CRTRES-Criminal Trespass,39.919920,-105.236625,10/22/2020,CRMTRV FEL
BCSO201023-038428,10/23/2020,CRTRES-Criminal Trespass,40.006947,-105.293974,10/23/2020,CRMTRV FEL
BCSO201030-039106,10/30/2020,CRTRES-Criminal Trespass,40.059200,-105.213657,10/30/2020,CRMTRV FEL
BCSO201030-039204,10/30/2020,CRTRES-Criminal Trespass,40.006947,-105.293974,10/30/2020,CRMTRV FEL
SUPD201031-039240,10/31/2020,CRTRES-Criminal Trespass,39.926876,-105.148006,10/31/2020,CRMTRV FEL
BCSO201104-039682,11/4/2020,CRTRES-Criminal Trespass,40.055641,-105.203080,11/4/2020,CRMTRV FEL
BCSO201105-039875,11/5/2020,CRTRES-Criminal Trespass,40.014677,-105.204168,11/5/2020,CRMTRV FEL
BCSO201105-039877,11/5/2020,CRTRES-Criminal Trespass,40.014677,-105.204790,11/5/2020,CRMTRV FEL
SUPD201108-040239,11/8/2020,CRTRES-Criminal Trespass,39.956271,-105.177776,11/8/2020,CRMTRV FEL
SUPD201108-040241,11/8/2020,CRTRES-Criminal Trespass,39.925151,-105.150819,11/8/2020,CRMTRV FEL
SUPD201108-040243,11/8/2020,CRTRES-Criminal Trespass,39.929542,-105.143088,11/8/2020,CRMTRV FEL
SUPD201110-040506,11/10/2020,CRTRES-Criminal Trespass,39.957627,-105.170188,11/10/2020,CRMTRV FEL
BCSO201111-040593,11/11/2020,CRTRES-Criminal Trespass,39.960552,-105.235904,11/11/2020,CRMTRV FEL
BCSO201112-040785,11/12/2020,CRTRES-Criminal Trespass,39.983486,-105.497505,11/12/2020,CRMTRV FEL
SUPD201113-040852,11/13/2020,CRTRES-Criminal Trespass,39.931853,-105.145512,11/13/2020,CRMTRV FEL
BCSO201114-040975,11/14/2020,CRTRES-Criminal Trespass,40.046392,-105.253248,11/14/2020,CRMTRV FEL
BCSO201115-041067,11/15/2020,CRTRES-Criminal Trespass,40.066974,-105.201037,11/15/2020,CRMTRV FEL
SUPD201116-041090,11/16/2020,CRTRES-Criminal Trespass,39.918942,-105.161243,11/16/2020,CRMTRV FEL
BCSO201116-041188,11/16/2020,CRTRES-Criminal Trespass,39.940441,-105.235806,11/16/2020,CRMTRV FEL
SUPD201116-041189,11/16/2020,CRTRES-Criminal Trespass,39.953064,-105.176566,11/16/2020,CRMTRV FEL
SUPD201120-041588,11/20/2020,CRTRES-Criminal Trespass,39.926876,-105.148006,11/20/2020,CRMTRV FEL
BCSO201121-041778,11/21/2020,CRTRES-Criminal Trespass,40.061714,-105.189429,11/21/2020,CRMTRV FEL
BCSO201202-042920,12/2/2020,CRTRES-Criminal Trespass,40.014686,-105.201132,12/2/2020,CRMTRV FEL
BCSO201202-042938,12/2/2020,THEFTS-Theft,40.203633,-105.150004,12/2/2020,CRMTRV FEL
BCSO201206-043447,12/6/2020,CRTRES-Criminal Trespass,39.952869,-105.231311,12/6/2020,CRMTRV FEL
BCSO201209-043747,12/9/2020,FOLLOS-Follow-Up,40.224640,-105.268659,12/9/2020,CRMTRV FEL
BCSO201212-044078,12/12/2020,CRTRES-Criminal Trespass,40.000112,-105.194916,12/12/2020,CRMTRV FEL
BCSO201213-044154,12/13/2020,CRTRES-Criminal Trespass,40.014637,-105.156756,12/13/2020,CRMTRV FEL
BCSO201215-044346,12/15/2020,FOLLOS-Follow-Up,40.023906,-105.224004,12/15/2020,CRMTRV FEL
LYPD201216-044492,12/16/2020,CRTRES-Criminal Trespass,40.227589,-105.268179,12/16/2020,CRMTRV FEL
LYPD201217-044671,12/17/2020,CRTRES-Criminal Trespass,40.232133,-105.268594,12/17/2020,CRMTRV FEL
BCSO201219-044829,12/19/2020,CRTRES-Criminal Trespass,39.960552,-105.235904,12/19/2020,CRMTRV FEL
BCSO201221-045007,12/21/2020,CRTRES-Criminal Trespass,40.105292,-105.264706,12/21/2020,CRMTRV FEL
LYPD201221-045029,12/21/2020,CRTRES-Criminal Trespass,40.230345,-105.270633,12/21/2020,CRMTRV FEL
BCSO201222-045100,12/22/2020,SUSPIS-Suspicious,40.041737,-105.295228,12/22/2020,CRMTRV FEL
BCSO201223-045225,12/23/2020,CRTRES-Criminal Trespass,40.009800,-105.208276,12/22/2020,CRMTRV FEL
BCSO201224-045312,12/24/2020,CRTRES-Criminal Trespass,40.006773,-105.208378,12/24/2020,CRMTRV FEL
SUPD201226-045451,12/26/2020,CRTRES-Criminal Trespass,39.928969,-105.150233,12/26/2020,CRMTRV FEL
SUPD201226-045463,12/26/2020,FOLLOS-Follow-Up,39.931576,-105.160958,12/26/2020,CRMTRV FEL
SUPD200523-017544,5/23/2020,INEXPS-Indecent Exposure,39.955233,-105.165770,5/23/2020,DISORDERLY
BCSO200620-021391,6/20/2020,NOISES-Noise,40.222616,-105.265102,6/20/2020,DISORDERLY
BCSO200113-001750,1/13/2020,NARCOS-Drug Violation,40.101695,-105.143498,1/14/2020,DRUG PARA
BCSO200101-000123,1/1/2020,TRSTOS-Traffic Stop,40.051077,-105.235751,1/1/2020,DUI
SUPD200106-000718,1/6/2020,DUIS-Driving Under Influence,39.955959,-105.165238,1/6/2020,DUI
BCSO200109-001229,1/9/2020,ASSISS-Assist,40.004065,-105.292191,1/9/2020,DUI
BCSO200110-001386,1/10/2020,TRSTOS-Traffic Stop,40.158784,-105.066343,1/10/2020,DUI
SUPD200112-001644,1/12/2020,TRSTOS-Traffic Stop,39.917465,-105.163637,1/12/2020,DUI
BCSO200118-002422,1/18/2020,TRSTOS-Traffic Stop,39.999866,-105.471494,1/18/2020,DUI
BCSO200125-003234,1/25/2020,DUIS-Driving Under Influence,40.079910,-105.282215,1/25/2020,DUI
SUPD200128-003672,1/28/2020,TRSTOS-Traffic Stop,39.929095,-105.151107,1/28/2020,DUI
SUPD200129-003780,1/29/2020,TRSTOS-Traffic Stop,39.937802,-105.147564,1/29/2020,DUI
BCSO200201-004440,2/1/2020,DUIS-Driving Under Influence,40.232317,-105.131074,2/1/2020,DUI
BCSO200202-004533,2/2/2020,DUIS-Driving Under Influence,40.206945,-105.211220,2/2/2020,DUI
SUPD200203-004618,2/3/2020,TRSTOS-Traffic Stop,39.955233,-105.165770,2/3/2020,DUI
BCSO200203-004619,2/3/2020,TRSTOS-Traffic Stop,40.160231,-105.102538,2/3/2020,DUI
BCSO200203-004622,2/3/2020,TRSTOS-Traffic Stop,40.051104,-105.232858,2/3/2020,DUI
SUPD200205-004885,2/5/2020,TRSTOS-Traffic Stop,39.955959,-105.165238,2/5/2020,DUI
BCSO200208-005451,2/8/2020,DUIS-Driving Under Influence,39.958671,-105.233334,2/8/2020,DUI
BCSO200208-005459,2/8/2020,ASSISS-Assist,40.201191,-105.279029,2/8/2020,DUI
LYPD200218-006793,2/18/2020,TRSTOS-Traffic Stop,40.218129,-105.259637,2/18/2020,DUI
BCSO200222-007208,2/22/2020,INACCS-Injury/Rollover Acciden,40.031795,-105.211378,2/22/2020,DUI
BCSO200222-007292,2/22/2020,TRSTOS-Traffic Stop,40.130670,-105.115535,2/22/2020,DUI
BCSO200222-007299,2/22/2020,TRSTOS-Traffic Stop,40.075280,-105.206734,2/22/2020,DUI
BCSO200223-007315,2/23/2020,DUIS-Driving Under Influence,40.003674,-105.402517,2/23/2020,DUI
BCSO200226-007618,2/26/2020,TRSTOS-Traffic Stop,40.040135,-105.242349,2/26/2020,DUI
BCSO200227-007883,2/27/2020,TRSTOS-Traffic Stop,40.088873,-105.190270,2/27/2020,DUI
BCSO200304-008597,3/4/2020,INACCS-Injury/Rollover Acciden,40.246842,-105.102827,3/4/2020,DUI
BCSO200307-009121,3/7/2020,DUIS-Driving Under Influence,40.058742,-105.131204,3/7/2020,DUI
SUPD200309-009360,3/9/2020,TRSTOS-Traffic Stop,39.928718,-105.165831,3/9/2020,DUI
BCSO200312-009855,3/12/2020,DUIS-Driving Under Influence,40.212229,-105.249057,3/12/2020,DUI
BCSO200323-011077,3/23/2020,TRSTOS-Traffic Stop,40.094371,-105.184222,3/23/2020,DUI
SUPD200410-012781,4/10/2020,OAAS-Other Agency Assist,39.957820,-105.165450,4/10/2020,DUI
BCSO200425-014152,4/25/2020,TRSTOS-Traffic Stop,40.163924,-105.093148,4/25/2020,DUI
BCSO200428-014448,4/28/2020,TRSTOS-Traffic Stop,40.033391,-105.178537,4/28/2020,DUI
BCSO200503-015040,5/3/2020,DISTUS-Disturbance,40.115590,-105.160874,5/3/2020,DUI
BCSO200504-015055,5/4/2020,TRSTOS-Traffic Stop,39.985997,-105.236158,5/4/2020,DUI
